Name,NAICSCode,Phone,WebAddress,Address,PostalCode,BldgNo,UnitNo,Latitude,Longitude
Fruitilucious,722320,647-897-7531,www.passioncake.ca,1365 Mid-Way Blvd,L5R 2J5,,,43.66663,-79.66748
Tasty Cafe,722512,905-565-9400,,989 Derry Rd E,L5T 2J8,,,43.66585,-79.68618
Tony’s Skinny Chef Bistro,722511,905-564-8955,www.tonyskinnychefbistro.com,6435 Dixie Rd,L5T 1X4,,UnitNo 1,43.663701,-79.658696
Vanjhali Indian Cuisine ,722512,905-678-2100,,1650 Derry Rd E,L5T 1B6,,,43.679258,-79.669631
Potluck Restaurant,722512,905-608-0700,www.potluckrestaurant.ca,1107 Britannia Rd E,L4W 3X1,,,43.648181,-79.655511
Imli Foods,722320,905-614-2000,www.imlifoods.com,5359 Timberlea Blvd,L4W 4N5,,,43.630254,-79.643526
On the Move Catering Inc,722320,905-615-9957,www.otm.ca,5200 Dixie Rd,L4W 1E4,,UnitNo 117,43.639767,-79.626441
3 Asians Express,722512,905-206-8885,,1475 Aerowood Dr,L4W 1C2,,,43.64396,-79.63337
The Green Goose Pub & Grill,722511,905-614-1314,www.thegreengoosepub.com,5165 Dixie Rd,L4W 4G1,,UnitNo 8,43.639073,-79.625199
Popeyes,722512,905-673-0010,www.popeyes.com,6795 Airport Rd,L4V 1E6,,,43.700016,-79.637347
Let Kochi Cuisine,722512,905-671-9998,www.lekochi.com,6815 Airport Rd,L4V 1E6,,,43.700595,-79.638114
Osmow’s,722512,905-678-8282,www.osmow.com,6795 Airport Rd,L4V 1E6,,,43.700016,-79.637347
Freshii,722512,437-317-7805,www.freshii.com,6795 Airport Rd,L4V 1E6,,,43.700016,-79.637347
Eggsmart,722512,905-405-1000,www.eggsmart.ca,6795 Airport Rd,L4V 1E6,,,43.700016,-79.637347
Airway Interline,721198,905-672-1195,www.airwayinterline.com,5925 Airport Rd,L4V 1W1,,UnitNo 155,43.685998,-79.610002
Falafel Plus,722511,905-867-6650,,1065 Canadian Pl,L4W 0C2,,UnitNo 133,43.62733,-79.62735
Seth Commercial Corporation,722512,905-997-7384,www.laprep.ca,4500 Dixie Rd,L4W 1N2,,,43.63262,-79.616606
Smoke’s Poutinerie,722512,905-232-2873,,4032 Confederation Pky,L5B 0G4,,,43.585794,-79.645884
Guac Mexi Grill,722512,905-670-4244,www.guacmexigrill.ca,70 World Dr,"L5T 2Z3

L5T 2Z3
L5T 2Z3",,UnitNo 4,43.634175,-79.688205
Firehouse Subs,722512,905-795-7778,www.firehousesubs.ca,70 World Dr,L5T 2Z3,,UnitNo 1,43.63399,-79.6879
Dairy Queen,722512,905-565-1414,www.diaryqueen.ca,90 Annagem Blvd,L5T 2Y3,,UnitNo 1,43.6369,-79.689714
Mandi Guys,722512,905-670-2525,www.mandiguys.com,80 Courtneypark Dr E,L5T 2Y3,,,43.637914,-79.693293
Burger Theory,722512,905-890-5700,,100 Britannia Rd E,L4Z 2G1,,,43.628308,-79.677278
Treats,722512,905-629-0009,www.treats.com,2425 Matheson Blvd E,L4W 5K4,,,43.65658,-79.60341
Modka Mediterranean Cafe,722512,905-602-0061,www.modkacafe.com,5225 Orbitor Dr,L4W 4Y8,,UnitNo 16,43.65923,-79.605219
Choice Hotels Canada,721111,905-602-2222,www.choicehotelscanada.ca,5015 Spectrum Way,L4W 0E4,,UnitNo 400,43.649311,-79.60747
Starbucks Coffee Company,722512,905-330-0453,www.starbucks.ca,6055 Mavis Rd,L5R 4G6,,UnitNo 1,43.613036,-79.696933
Copper Branch,722512,905-568-3426,www.ecopperbranch.com,6055 Mavis Rd,L5R 4G6,,UnitNo 2b,43.613036,-79.696933
Pho Black Bull,722512,905-207-9999,,888 Dundas St E,L4Y 4G6,,UnitNo A2,43.598689,-79.59557
Freshii,722512,437-317-3493,,3035 Argentia Rd,L5N 8P7,,UnitNo 7,43.596505,-79.785214
Masrawy Fine Egyptian Kitchen ,722511,647-654-4444,www.misrawykitchen.ca,2275 Britannia Rd W,L5M 2G6,,UnitNo 1,43.582847,-79.728531
Petra Restaurant,722511,905-909-4444,www.petrarestaurant.ca,1100 Burnhamthorpe Rd W,L5C 4G4,,UnitNo 9,43.570163,-79.662094
The Yemeni Cuisine Monasaba,722512,905-820-5080,www.monasaba.ca,2273 Dundas St W,L5K 2L8,,UnitNo 11,43.532052,-79.671536
Gourmand’s Burger,722512,905-820-0707,www.gourmand5ad.ca,3100 Winston Churchill Blvd,L5L 2V7,,UnitNo 6,43.525028,-79.684856
The Pie Commission ,722512,905-232-7437,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Hale Coffee,722512,,www.halecoffee.com/shophale,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Chick Chef,722512,905-804-0042,,377 Burnhamthorpe Rd E,L5A 3Y1,,UnitNo 2A,43.601814,-79.625545
Gino’s Pizza,722512,905-290-0439,,1151 Dundas St W,L5C 1C6,,,43.55655,-79.64458
Tim Horton’s ,722512,905-848-7974,,1151 Dundas St W,L5C 1C6,,,43.55655,-79.64458
Chick Fiesta,722511,905-997-5200,www.chickfiesta.ca,5955 Latimer Dr,L5V 0B7,,UnitNo 11B,43.608329,-79.697765
Hey Noodles,722511,905-276-6777,,900 Rathburn Rd W,L5C 4L3,,UnitNo D5,43.578554,-79.661585
Bitunthavanam ,722512,905-232-4700,,900 Rathburn Rd W,L5C 4L3,,UnitNo B6,43.578554,-79.661585
Danish Pastry House,722512,,www.Danishpastryhouse.ca,3670 Odyssey Dr,L5M 7N4,,UnitNo 2,43.534134,-79.729145
Satellite Diner,722511,905-823-2323,,1969 Lakeshore Rd W,L5J 1J6,,,43.51315,-79.62838
Ta’am Cuisine,722511,905-891-8888,,1107 Lorne Park Rd,L5H 3A1,,UnitNo 17,43.531485,-79.612339
Quesda ,722512,,www.Queseda.ca,3417 Derry Rd E,L4T 1A8,,UnitNo 6c,43.712927,-79.632612
Godavari,722511,905-956-5444,www.godavari.ca,3215 Derry Rd E,L4T 1A8,,,43.70844,-79.637496
Pizza Pizza,722511,905-542-2617,,6550 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 10,43.582737,-79.761452
Les Moulins La Fayette ,722512,905-828-7774,,1675 The Chase,L5M 5Y7,,UnitNo 16,43.565866,-79.700556
BarBurrito,722512,905-916-6100,www.barburrito.ca,1900 Fowler Dr,L5K 0A1,,UnitNo D105,43.528058,-79.651634
Juha’s Kitchen Inc,722511,403-540-3766,,2225 Erin Mills Pky,L5K 1T9,,UnitNo 101B,43.528643,-79.654138
South Indian Dosa Mahal,722512,905-608-1745,,2150 Burnhamthorpe Rd W,L5L 3A2,,,43.545319,-79.684671
Crepes De Luxe,722511,647-882-8585,www.crepesdeluxe.ca,5100 Erin Mills Pky,L5M 4Z5,,UnitNo N005,43.5605,-79.70971
Sweet Jesus,722512,905-766-1947,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Ma’s Best,722512,647-478-8177,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Dal Moro’s Fresh Pasta to Go,722512,905-232-7099,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Plancha ,722512,905-232-0565,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Sunset Grill,722511,905-990-0815,www.sunsetgrill.ca,507 Lakeshore Rd E,L5G 1H9,,UnitNo 111,43.56639,-79.569936
Sushi King,722511,905-990-5511,,941 Lakeshore Rd E,L5E 1E3,,,43.575272,-79.560493
M&M Food Market,445299,905-465-6325,www.mmfoodmarket.com,2240 Argentia Rd,L5N 2K7,,UnitNo 100,43.59679,-79.74752
Mississauga Noodles,445299,905-273-3064,www.tastyitalian.ca,640 Bloor St,L5A 3V9,,,43.599428,-79.611968
"King's Tea Inc., The",445299,905-501-0339,www.zentea.ca,355 Brunel Rd,L4Z 1Z5,,,43.63144,-79.66782
Commisso Meat Ltd,445299,905-273-3390,,1004 Burnhamthorpe Rd E,L4Y 2X6,,,43.614479,-79.611345
EnRoute Imports Inc.,445299,905-362-2455,www.enrouteimports.com,1186 Cardiff Blvd,L5S 1P6,,,43.672675,-79.684093
Seedo's Bakery,445291,289-724-2103,www.speedo`sbakery.com,2446 Cawthra Rd,L5A 3K6,Bldg 2,UnitNo 7 & 8,43.5913,-79.59628
Great Mountain Ginseng,445299,905-848-6618,www.greatmountainginseng.com,1177 Central Pky W,L5C 4P3,,UnitNo 10A,43.567051,-79.66125
Lazar Famous Deli & Bakery,445291,905-896-1040,www.lazarbakery.ca,325 Central Pky W,L5B 3X9,Bldg 2,UnitNo 12,43.582462,-79.637382
Baskin Robbins,445299,905-848-6250,www.baskinrobbins.ca,100 City Centre Dr,L5B 2C9,,UnitNo O6,43.59333,-79.64223
S & H Health Foods,445299,905-803-1036,www.sandhhealth.com,100 City Centre Dr,L5B 2C9,,UnitNo R11,43.59333,-79.64223
David's Tea,445299,905-273-4775,www.davidstea.com,100 City Centre Dr,L5B 2C9,,UnitNo E8,43.59333,-79.64223
Bulk Barn,445299,905-858-8362,,6085 Creditview Rd,L5V 2A8,,UnitNo 11 to 14,43.598695,-79.713536
Sweet and Salty Bakery,445291,905-766-0222,www.sweetsalty.ca,2555 Dixie Rd,L4Y 4C4,,UnitNo 6,43.60822,-79.58165
Wow Wow Yum Yum,445299,289-521-6888,,4141 Dixie Rd,L4W 1V5,,UnitNo 20,43.624945,-79.6057
Saigon Bakery,445291,905-615-0062,,1133 Dundas St E,L4Y 2C3,,UnitNo 3,43.6043,-79.59023
Van Xuan Inc,445299,905-270-5299,,115 Dundas St E,L5A 1W7,,,43.582877,-79.61339
What A Great Bagel Ltd.,445291,905-276-6398,www.whatagreatbagel.com,1310 Dundas St E,L4Y 2C1,,UnitNo 3,43.60672,-79.58499
Asia Bakery,445291,905-615-7770,,157 Dundas St E,L5A 1W8,,UnitNo 4,43.583734,-79.612387
Golden Dough Ltd.,445291,905-949-6521,www.goldendough.ca,800 Dundas St E,L4Y 2B6,,,43.597042,-79.597372
Croatia Meats Inc.,445299,905-281-8980,,918 Dundas St E,L4Y 4H9,,,43.599313,-79.594894
The Vitamin Store,445299,905-502-9722,www.villagevitaminstore.ca,640 Eglinton Ave W,L5R 3V2,,UnitNo 102,43.59378,-79.667379
Baskin Robbins,445299,905-712-3131,www.baskinrobbins.ca,660 Eglinton Ave W,L5R 3V2,,UnitNo 11,43.592486,-79.668821
"Perfect Balance, The - Canada's Nutrition Centres Inc.",445299,905-855-9514,,2225 Erin Mills Pky,L5K 1T8,,UnitNo E1-53A,43.528643,-79.654138
Baskin Robbins,445299,905-820-8831,www.baskinrobbins.ca,4099 Erin Mills Pky,L5L 3P9,,UnitNo 3,43.549861,-79.688087
Fit For Life Fresh Food,445299,905-608-9885,www.fitforlifefood.com,5100 Erin Mills Pky,L5M 4Z5,,UnitNo FC8,43.5605,-79.70971
Baskin Robbins,445299,905-821-8983,www.baskinrobbins.ca,6040 Glen Erin Dr,L5N 3M4,,UnitNo 3,43.57498,-79.738672
Absolute Ventilation Inc.,445299,905-615-9340,,2386 Haines Rd,L4Y 1Y6,,UnitNo 23,43.593258,-79.590683
Happy Cake House,445291,905-275-8333,,3085 Hurontario St,L5A 2G9,,UnitNo 22,43.582028,-79.6188
Brazil Bakery & Pastry Ltd.,445291,905-507-0959,www.brazilbakery.ca,5700 Mavis Rd,L5V 2N6,,UnitNo 10&11,43.607535,-79.689648
Daisy's Café,445299,416-668-1237,,71 King St W,L5B 4A2,,UnitNo 101B,43.577419,-79.615549
Lusitania Bakery Ltd.,445291,905-271-2707,,607 Lakeshore Rd E,L5G 1H9,,,43.568214,-79.56797
Dairy Cream,445299,905-278-5641,www.dairycream.org,715 Lakeshore Rd E,L5G 1J7,,,43.57051,-79.56612
Antojitos Inc.,445291,905-274-2222,www.antojitosfood.com,803 Lakeshore Rd E,L5E 1C8,,,43.5723,-79.5642
Kravingz,445299,905-916-5500,www.kravingz.ca,1710 Lakeshore Rd W,L5J 1J5,,,43.51791,-79.62178
Bulk Barn,445299,905-891-8077,www.bulkbarn.ca,252 Lakeshore Rd W,L5H 1G6,,UnitNo 1,43.546395,-79.59149
Little Bit of Britain,445299,905-819-9820,,6550 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 7,43.582737,-79.761452
Carafe Wine Makers Meadowvale,445299,905-814-4585,www.carafe.ca,6400 Millcreek Dr,L5N 3E7,,UnitNo 14,43.589654,-79.739337
Baskin Robbins,445299,905-277-4261,www.baskinrobbins.ca,1077 North Service Rd,L4Y 1A6,Bldg 2,UnitNo 25,43.59264,-79.573625
Edible Arrangements,445299,905-814-5054,www.ediblearrangements.ca,63 Queen St S,L5M 3S9,,UnitNo 9,43.58579,-79.71831
La Casa Dolce,445291,905-896-2253,www.lacasadolce.ca,755 Queensway E,L4Y 4C5,,UnitNo 101,43.59036,-79.59155
Cordi Bakery & Deli,445291,905-629-1243,,1891 Rathburn Rd E,L4W 3Z3,,UnitNo 1,43.63591,-79.59642
Fernanda's Beauty and Spa Supplies,445299,905-625-8460,www.fernandas.com,5080 Timberlea Blvd,L4W 4M2,,UnitNo 37 to 39,43.625629,-79.636498
Tasty Pastry Bakery,445291,905-282-9328,,5500 Tomken Rd,L4W 2Z4,,UnitNo 7,43.63583,-79.64587
Baytana Bakery,445291,905-564-3401,,994 Westport Cres,L5T 1G1,,"UnitNo A7, A8",43.648922,-79.659421
Reggae Fusion Caribbean Food,445291,905-608-2501,www.reggaefusion.com,3115 Winston Churchill Blvd,L5L 2W1,Bldg 1,UnitNo 2,43.525106,-79.684766
Edible Arrangements,445299,905-855-0431,www.ediblearrangements.ca,2087 Royal Windsor Dr,L5J 1K5,,UnitNo 1,43.51098,-79.63132
Baskin Robbins,445299,905-507-8330,www.baskinrobbins.ca,6045 Mavis Rd,L5R 4G6,,UnitNo 9,43.612883,-79.696722
G N C Inc.,445299,905-507-3340,www.gnc.ca,6045 Mavis Rd,L5R 4G6,,UnitNo 5,43.612883,-79.696722
Baskin Robbins,445299,905-819-0036,www.baskinrobbins.ca,6590 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 11,43.583037,-79.761453
Zauq Fine Food,445299,905-625-7786,www.zauq.ca,5200 Dixie Rd,L4W 1E3,,UnitNo 20,43.639767,-79.626441
Waterland,445299,905-822-3841,www.waterlandonline.ca,980 Southdown Rd,L5J 2Y4,,,43.51019,-79.628945
Dainty Deli,445299,905-290-0605,www.daintydeliinc.ca,3643 Cawthra Rd,L5A 2Y4,,UnitNo 17&18,43.607178,-79.617787
B N C Bakery,445291,905-896-7888,,257 Dundas St E,L5A 1W8,Bldg 1,UnitNo 12&13,43.585683,-79.610141
Bulk Barn,445299,905-824-3207,www.bulkbarn.ca,3035 Argentia Rd,L5N 8P7,,UnitNo 1&2,43.596505,-79.785214
Golden Groceries ,445299,905-672-8288,,7454 Airport Rd,L4T 2H5,,UnitNo A,43.712748,-79.654686
Al-Ramzan Catering & Halal Meats,445299,905-569-9111,www.alramzan.ca,3450 Ridgeway Dr,L5L 0A2,,UnitNo 9,43.524011,-79.706021
Bean Wise Tasting Emporium,445299,905-502-1699,www.beanwise.ca,5875 Rodeo Dr,L5R 4C1,,UnitNo 1,43.61027,-79.6897
Marble Slab,445299,905-814-0007,www.marbleslab.ca,5955 Latimer Dr,L5V 0B7,,UnitNo 2B,43.608329,-79.697765
Bulk Barn,445299,905-848-0165,www.bulkbarn.ca,1510 Dundas St E,L4X 1L4,,UnitNo 10,43.612018,-79.580849
David's Tea,445299,905-673-0551,www.davidstea.com,3 PIA,L5P 1B2,,,43.586162,-79.646215
Bulk Barn,445299,905-848-5033,www.bulkbarn.ca,915 Rathburn Rd E,L4W 4C3,,,43.61579,-79.61725
The Cold Pressery Inc.,445299,905-803-8222,www.thecoldpressery.com,4310 Sherwoodtowne Blvd,L4Z 4C4,,UnitNo 5,43.59964,-79.64208
Edible Arrangements,445299,905-232-8932,www.ediblearrangements.ca,1891 Rathburn Rd E,L4W 3Z3,,UnitNo 15,43.63591,-79.59642
M&M Food Market,445299,905-896-7726,www.m&mfoodmarket,1476 Dundas St E,L4X 1L4,,UnitNo 12,43.611317,-79.581611
Glen Abbey Italian Bakery,445291,905-607-2835,www.glenabbeybakery.com,3770 Laird Rd,L5L 0A7,,UnitNo 5,43.522053,-79.707953
Armeen's Cake and Bake Shop,445291,905-821-2253,www.armeenscakes.com,2285 Britannia Rd W,L5M 2G6,,UnitNo 14,43.582575,-79.728838
Soghaat Sweets & Bakers,445291,905-821-3727,,6400 Millcreek Dr,L5N 3E7,,UnitNo 6,43.589654,-79.739337
Canadian Agro Ltd. (Dairy Max),445299,905-362-1800,,2726 Slough St,L4T 1G3,,,43.709251,-79.659487
Corwin Distribution Limited,445299,905-669-8871,www.corwindistribution.com,5685 McLaughlin Rd,L5R 3K5,,,43.61163,-79.68205
Little Bee,445299,416-738-6728,www.littlebeefarmersamarket.com,1077 Britannia Rd E,L4W 3X1,,,43.647559,-79.656209
Crown Pastry,445291,905-602-2018,www.crownpanstry.com,5083 Dixie Rd,L4W 0E6,,UnitNo 3,43.637301,-79.622769
Double Choc Donut Bakery,445291,905-614-1141,,3140 Universal Dr,L4X 2C8,,,43.62326,-79.57419
Ian Cakery,445291,905-962-7588,www.iancakery.com,1100 Burnhamthorpe Rd W,L5C 4G4,,UnitNo 26,43.570163,-79.662094
Old Mill,445291,905-232-5246,,720 Burnhamthorpe Rd W,L5C 3G1,,UnitNo 12,43.578511,-79.652538
Baskin Robbins,445299,905-670-9490,www.baskinrobins.com,7070 Saint Barbara Blvd,L5W 0E6,,UnitNo 66,43.640008,-79.714801
Mr Pretzels ,445299,905-949-0955,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Tao Tea Leaf,445299,905-232-3899,,100 City Centre Dr,L5B 2C9,,UnitNo 22B,43.59333,-79.64223
M&M Food Market,445299,905-990-2152,Www.mmfoodmarket.com,515 Lakeshore Rd E,L5G 1H9,,UnitNo 109,43.566625,-79.569679
